ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
132,[23],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe80P9C8B2Si1,1.5,0.8,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0
133,[23],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe79Sn1P9C8B2Si1 ,3,0.79,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.01,0,0
134,[23],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe78Sn2P9C8B2Si1 ,3.5,0.78,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.02,0,0
135,[23],"[23] M. Shi, Z. Liu, T. Zhang, Effects of minor Sn addition on the glass formation and properties of Fe-metalloid metallic glasses with high magnetization and high glass forming ability, J. Magn. Magn. Mater. 378 (2015) 417–423. https://doi.org/10.1016/j.jmmm.2014.10.144.",Fe77Sn3P9C8B2Si1,1.5,0.77,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.03,0,0
136,[24],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe68Nb4Y6B22 ,5,0.68,0,0.22,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,[24],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe66Cr2Nb4Y6B22 ,5,0.66,0,0.22,0,0.04,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,[24],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe64Cr4Nb4Y6B22 ,5,0.64,0,0.22,0,0.04,0,0.06,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,[24],"[24] M. Zhang, J. Li, F. Kong, J. Liu, Magnetic properties and magnetocaloric effect of FeCrNbYB metallic glasses with high glass-forming ability, Intermetallics. 59 (2015) 18–22. https://doi.org/10.1016/j.intermet.2014.12.005.",Fe62Cr6Nb4Y6B22,4,0.62,0,0.22,0,0.04,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,[25],"[25] J.W. Li, D. Estévez, K.M. Jiang, W.M. Yang, Q.K. Man, C.T. Chang, X.M. Wang, Electronic-structure origin of the glass-forming ability and magnetic properties in Fe–RE–B–Nb bulk metallic glasses, J. Alloys Compd. 617 (2014) 332–336. https://doi.org/10.1016/j.jallcom.2014.07.222.",(Fe0.71Er0.05B0.24)96Nb4 ,5.5,0.6816,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0
141,[76] ,"[76] D.R. Maddala, R.J. Hebert, Sliding wear behavior of Fe50?xCr15Mo14C15B6Erx (x=0, 1, 2at%) bulk metallic glass, Wear. 294–295 (2012) 246–256. https://doi.org/10.1016/j.wear.2012.06.007.",Fe50Cr15Mo14C15B6,2,0.5,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
142,[26],"[26] F. Zhai, E. Pineda, M.J. Duarte, D. Crespo, Role of Nb in glass formation of Fe–Cr–Mo–C–B–Nb BMGs, J. Alloys Compd. 604 (2014) 157–163. https://doi.org/10.1016/j.jallcom.2014.03.095.",Fe48Cr15Mo14C15B6Nb2,2,0.48,0,0.06,0,0.02,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
143,[26],"[26] F. Zhai, E. Pineda, M.J. Duarte, D. Crespo, Role of Nb in glass formation of Fe–Cr–Mo–C–B–Nb BMGs, J. Alloys Compd. 604 (2014) 157–163. https://doi.org/10.1016/j.jallcom.2014.03.095.",Fe46Cr15Mo14C15B6Nb4 ,3,0.46,0,0.06,0,0.04,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
144,[26],"[26] F. Zhai, E. Pineda, M.J. Duarte, D. Crespo, Role of Nb in glass formation of Fe–Cr–Mo–C–B–Nb BMGs, J. Alloys Compd. 604 (2014) 157–163. https://doi.org/10.1016/j.jallcom.2014.03.095.",Fe44Cr15Mo14C15B6Nb6  ,2,0.44,0,0.06,0,0.06,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
145,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe95Co5)80P13C7,2.1,0.76,0.04,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
146,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe90Co10)80P13C7,2.3,0.72,0.08,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
147,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe85Co15)80P13C7,2.2,0.68,0.12,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
148,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe90Co10)82P11C7,1.2,0.738,0.082,0,0,0,0,0,0,0,0,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0
149,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe90Co10)82P8C7B3,1.3,0.738,0.082,0.03,0,0,0,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0
150,[27],"[27] S. Meng, H. Ling, Q. Li, J. Zhang, Development of Fe-based bulk metallic glasses with high saturation magnetization, Scr. Mater. 81 (2014) 24–27. https://doi.org/10.1016/j.scriptamat.2014.02.018.",(Fe90Co10)82P6C7B3Si2,1,0.738,0.082,0.03,0.02,0,0,0,0,0,0,0.06,0.07,0,0,0,0,0,0,0,0,0,0,0
151,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe20Co60P14B6 ,1.2,0.2,0.6,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
152,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe30Co50P14B6 ,1.6,0.3,0.5,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
153,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe40Co40P14B6 ,2,0.4,0.4,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
154,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe50Co30P14B6 ,1.6,0.5,0.3,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
155,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe60Co20P14B6 ,1.2,0.6,0.2,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
156,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe72.5Co2.5P14B6,1.5,0.725,0,0.05,0,0,0,0,0,0,0.025,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
157,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe75Co5P14B6 ,3,0.7,0,0.05,0,0,0,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
158,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe67.5Co7.5P14B6,3,0.675,0,0.05,0,0,0,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
159,[28],"[28] H. Ling, Q. Li, H. Li, J. Zhang, Y. Dong, C. Chang, Y. Seonghoon, Preparation and characterization of quaternary magnetic Fe80-xCoxP14B6 bulk metallic glasses, J. Appl. Phys. 115 (2014) 204901. https://doi.org/10.1063/1.4878917.",Fe70Co10P14B6,1.5,0.65,0,0.05,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
160,[29] ,"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe72B20Si4Nb4,1.5,0.72,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,[29],"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe72B20Si4Nb4,1.5,0.718,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0
162,[29],"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe71.6Cu0.4B20Si4Nb4 ,1.5,0.716,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0
163,[29],"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe71.4Cu0.6B20Si4Nb4 ,1.5,0.714,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0
164,[29],"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe71.2Cu0.8B20Si4Nb4 ,1,0.712,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0
165,[29] ,"[29] L. Dou, H. Liu, L. Hou, L. Xue, W. Yang, Y. Zhao, C. Chang, B. Shen, Effects of Cu substitution for Fe on the glass-forming ability and soft magnetic properties for Fe-based bulk metallic glasses, J. Magn. Magn. Mater. 358–359 (2014) 23–26. https://doi.org/10.1016/j.jmmm.2014.01.014.",Fe71Cu1B20Si4Nb4,1,0.71,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
166,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.75Dy0.01B0.24)96Nb4 ,0.5,0.72,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0
167,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.74Dy0.02B0.24)96Nb4  ,2.5,0.7104,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,0,0,0
168,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.73Dy0.03B0.24)96Nb4 ,3.5,0.7008,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
169,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.72Dy0.04B0.24)96Nb4 ,4.5,0.6912,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,0,0,0,0
170,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.75Dy0.05B0.24)96Nb4 ,5.5,0.6816,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0
171,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.70Dy0.06B0.24)96Nb4 ,4.5,0.672,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0,0
172,[30],"[30] J. Li, W. Yang, D. Estévez, G. Chen, W. Zhao, Q. Man, Y. Zhao, Z. Zhang, B. Shen, Thermal stability, magnetic and mechanical properties of Fe–Dy–B–Nb bulk metallic glasses with high glass-forming ability, Intermetallics. 46 (2014) 85–90. https://doi.org/10.1016/j.intermet.2013.11.013.",(Fe0.69Dy0.07B0.24)96Nb4,3,0.6624,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0672,0,0,0,0,0,0,0,0
173,[31],"[31] M. Xu, Q.J. Wang, Ferromagnetic Characteristics of Bulk Fe63Co7Nb4Zr6B19Si1 Metallic Glass, Adv. Mater. Res. 873 (2013) 63–66.https://doi.org/10.4028/www.scientific.net/AMR.873.63.",Fe63Co7Nb4Zr6B19Si1,2,0.63,0.07,0.19,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,[32],"[32] K. Xu, H. Ling, Q. Li, J. Li, K. Yao, S. Guo, Effects of Co substitution for Fe on the glass forming ability and properties of Fe80P13C7 bulk metallic glasses, Intermetallics. 51 (2014) 53–58. https://doi.org/10.1016/j.intermet.2014.03.003.",Fe80P13C7,2,0.8,0,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
175,[32],"[32] K. Xu, H. Ling, Q. Li, J. Li, K. Yao, S. Guo, Effects of Co substitution for Fe on the glass forming ability and properties of Fe80P13C7 bulk metallic glasses, Intermetallics. 51 (2014) 53–58. https://doi.org/10.1016/j.intermet.2014.03.003.",Fe75Co5P13C7,2.3,0.75,0.05,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
176,[32],"[32] K. Xu, H. Ling, Q. Li, J. Li, K. Yao, S. Guo, Effects of Co substitution for Fe on the glass forming ability and properties of Fe80P13C7 bulk metallic glasses, Intermetallics. 51 (2014) 53–58. https://doi.org/10.1016/j.intermet.2014.03.003.",Fe70Co10P13C7,2.5,0.7,0.1,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
177,[32],"[32] K. Xu, H. Ling, Q. Li, J. Li, K. Yao, S. Guo, Effects of Co substitution for Fe on the glass forming ability and properties of Fe80P13C7 bulk metallic glasses, Intermetallics. 51 (2014) 53–58. https://doi.org/10.1016/j.intermet.2014.03.003.",Fe65Co15P13C7,2,0.65,0.15,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
178,[32],"[32] K. Xu, H. Ling, Q. Li, J. Li, K. Yao, S. Guo, Effects of Co substitution for Fe on the glass forming ability and properties of Fe80P13C7 bulk metallic glasses, Intermetallics. 51 (2014) 53–58. https://doi.org/10.1016/j.intermet.2014.03.003.",Fe60Co20P13C7,1.8,0.6,0.2,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
179,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",(Fe0.76Si0.09B0.1P0.05)98.25Nb1Cu0.75,2.5,0.7467,0,0.09825,0.08843,0.01,0,0,0,0,0,0.04913,0,0,0,0,0,0,0,0,0.0075,0,0,0
180,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",(Fe0.76Si0.09B0.1P0.05)98.5Nb1Cu0.5,2.5,0.7486,0,0.0985,0.08865,0.01,0,0,0,0,0,0.04925,0,0,0,0,0,0,0,0,0.005,0,0,0
181,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",(Fe0.76Si0.09B0.1P0.05)98Nb1Cu1,1,0.7448,0,0.098,0.0882,0.01,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0.01,0,0,0
182,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",Fe61.5Co10B13.5Si10Nb4Cu1,1.5,0.615,0.1,0.135,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
183,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",(Fe0.76Si0.096B0.084P0.06)99.9Cu0.1,2.5,0.75924,0,0.08392,0.0959,0,0,0,0,0,0,0.05994,0,0,0,0,0,0,0,0,1.00E-03,0,0,0
184,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",Fe75.3C7Si3.3B5P8.7Cu0.7,1,0.753,0,0.05,0.033,0,0,0,0,0,0,0.087,0.07,0,0,0,0,0,0,0,0.007,0,0,0
185,[33],"[33] Z. Li, A. Wang, C. Chang, Y. Wang, B. Dong, S. Zhou, FeSiBPNbCu alloys with high glass-forming ability and good soft magnetic properties, Intermetallics. 54 (2014) 225–231. https://doi.org/10.1016/j.intermet.2014.06.010.",Fe72.5Si10B12.5Nb4Cu1,0.5,0.725,0,0.125,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
186,[34],"[34] Q. Man, A. Inoue, Y. Dong, J. Qiang, C. Zhao, B. Shen, A new CoFe-based bulk metallic glasses with high thermoplastic forming ability, Scr. Mater.69 (2013) 553–556. https://doi.org/10.1016/j.scriptamat.2013.07.002.",(Co0.5Fe0.5)62Nb6Y2B30 ,3,0.31,0.31,0.3,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,[34],"[34] Q. Man, A. Inoue, Y. Dong, J. Qiang, C. Zhao, B. Shen, A new CoFe-based bulk metallic glasses with high thermoplastic forming ability, Scr. Mater.69 (2013) 553–556. https://doi.org/10.1016/j.scriptamat.2013.07.002.",(Co0.5Fe0.5)62Nb6Dy2B30,3,0.31,0.31,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
188,[34],"[34] Q. Man, A. Inoue, Y. Dong, J. Qiang, C. Zhao, B. Shen, A new CoFe-based bulk metallic glasses with high thermoplastic forming ability, Scr. Mater.69 (2013) 553–556. https://doi.org/10.1016/j.scriptamat.2013.07.002.",(Co0.5Fe0.5)62Nb6Er2B30,3,0.31,0.31,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
189,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe75Ni5P13C7 ,2.5,0.75,0,0,0,0,0.05,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
190,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe70Ni10P13C7,2.4,0.7,0,0,0,0,0.1,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
191,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe65Ni15P13C7,2.4,0.65,0,0,0,0,0.15,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
192,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe60Ni20P13C7  ,2.3,0.6,0,0,0,0,0.2,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
193,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe55Ni25P13C7,2,0.55,0,0,0,0,0.25,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
194,[35],"[35] X. Ma, X. Yang, Q. Li, S. Guo, Quaternary magnetic FeNiPC bulk metallic glasses with large plasticity, J. Alloys Compd. 577 (2013) 345–350.https://doi.org/10.1016/j.jallcom.2013.05.165.",Fe50Ni30P13C7,1.8,0.5,0,0,0,0,0.3,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
195,[36],"[36] W. Zhang, C. Fang, Y. Li, Ferromagnetic Fe-based bulk metallic glasses with high thermoplastic formability, Scr. Mater. 69 (2013) 77–80. https://doi.org/10.1016/j.scriptamat.2013.03.003.",Fe65Ni5Mo5P10C10B5,3,0.65,0,0.05,0,0,0.05,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
196,[36],"[36] W. Zhang, C. Fang, Y. Li, Ferromagnetic Fe-based bulk metallic glasses with high thermoplastic formability, Scr. Mater. 69 (2013) 77–80. https://doi.org/10.1016/j.scriptamat.2013.03.003.",Fe55Ni15Mo5P10C10B5,3,0.55,0,0.05,0,0,0.15,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
